NMDS1,NMDS2,NMDS3,Treatment,Timepoint,trt_tp
-0.4069433519896818,0.14602066024854463,0.013288951557443777,CC+WM,t6,CC+WM_t6
-0.3532364621193436,0.22097093072997329,-0.3348945191449129,2spp,t6,2spp_t6
-0.5755723158162553,0.3028577482858995,-0.06825176272752695,F+WM,t6,F+WM_t6
-0.9378377093370553,0.28305565269454386,-0.2195102412219287,Tr,t6,Tr_t6
0.6250800069405414,0.11203407641495748,-0.17658629676405527,CC,t6,CC_t6
0.6015794678336815,-0.28475996076246246,0.09279503143126257,2spp+WM,t6,2spp+WM_t6
-0.4688466976646007,-0.11518244685895065,-0.03379134805407867,2spp+WM,t6,2spp+WM_t6
0.10040660070149345,-0.17621336877476396,-0.07407221989516753,F+WM,t6,F+WM_t6
0.8979452142673194,-0.10684761966179372,-0.24634447622537414,Tr,t6,Tr_t6
0.6735550500770491,-0.3083615928315728,0.035959464915365176,CC,t6,CC_t6
0.22167690387054664,-0.17689308286146038,-0.25462105930603907,2spp,t6,2spp_t6
0.22291078845842188,-0.11581784367304775,-0.2016470010434209,F+W,t6,F+W_t6
1.068705853215074,-0.22053706921129626,0.023214720887324545,Tr+WM,t6,Tr+WM_t6
0.9836042316318555,0.20789402752200375,-0.11250219919847207,CC+WM,t6,CC+WM_t6
0.04613915571273907,-0.1479318999118467,0.021731677183739917,F+WM,t6,F+WM_t6
0.04907407248323829,-0.0038888609374758266,-0.2535932219781729,Tr,t6,Tr_t6
0.718203369063038,-0.14390181714746053,0.020155745830732773,CC+WM,t6,CC+WM_t6
0.6714434214348848,-0.26899068362198,-0.21117085653610349,2spp,t6,2spp_t6
-0.34713184866596336,-0.2335078170909439,0.06833540260361406,F+W,t6,F+W_t6
-0.17753603828336498,-0.1310364824161624,0.08911535748181133,Tr+WM,t6,Tr+WM_t6
-0.07399034191018755,0.18145342125755065,-0.204147870937987,CC,t6,CC_t6
-0.3040564533707996,0.02155730641440609,0.29431263288227305,2spp+WM,t6,2spp+WM_t6
-0.36769734656029046,-0.22674180829986415,0.0790366985429393,Tr+WM,t6,Tr+WM_t6
-0.22401156231769687,0.5832875272898594,-0.36086677562256525,2spp+WM,t6,2spp+WM_t6
-0.06967764858235823,-0.06577788298406965,-0.2448844322719572,CC,t6,CC_t6
-0.1936898167183834,-0.10312723599475526,0.010358174717644483,F+W,t6,F+W_t6
-0.32878161962444336,-0.1513638683427874,-0.17511853391969365,Tr,t6,Tr_t6
-0.3325972802445409,-0.1171354752614958,-0.11824841834795577,2spp,t6,2spp_t6
-0.150436932810517,0.07877063680077545,-0.2284835354963897,CC+WM,t6,CC+WM_t6
-0.25204249818872276,-0.05249178300595117,0.10430565305344792,F+WM,t6,F+WM_t6
